APN,FORMATTED_ADDRESS,COMMUNITY,ABOVEGROUNDAREA,BELOWGROUNDAREA,PARCEL_AREA_SQFT,YEARBUILT,BATHROOMS,BEDROOMS,NUM_STORIES,FIREPLACES,CONSTRUCTIONTYPE,Assessed Value,Sale Price,Recommend Sale
3.20292E+12,2950 Dean Pkwy #2105,CALHOUN-ISLE,1160,,39491,1977,2,1,1,0,Concrete,395000,412500,Sell
1.02924E+11,3226 Hayes St,NORTHEAST,1160,860,5000,1953,2,3,1.2,0,Wood Frame,263000,326500,Sell
7.02823E+11,3900 40TH Ave S,LONGFELLOW,1160,860,4224,1921,2,3,1.2,0,Wood Frame,275000,330000,Sell
1.00282E+12,4227 5TH Ave S,NOKOMIS,1160,840,4880,1931,2,4,1.2,1,Wood Frame,311000,305000,Not Sell
2.20292E+12,580 2ND St N #108,CENTRAL,1161,,315895,1991,2,2,2,0,Wood Frame,352500,373000,Sell
2.30282E+12,5828 12TH Ave S,NOKOMIS,1161,1161,5935,1952,2,2,1,2,Wood Frame,319000,292000,Not Sell
2.60292E+12,215 10TH Ave S #533,CENTRAL,1161,,89875,2006,2,2,1,0,Reinforced Concrete,404500,400000,Not Sell
2.30282E+12,6016 Elliot Ave,NOKOMIS,1161,896,5910,1951,2,3,1.2,0,Wood Frame,290500,35000,Not Sell
3.60292E+12,2904 30TH Ave S,LONGFELLOW,1162,375,5966,1900,1,2,2,0,Wood Frame,190000,190900,Not Sell
2.20292E+12,515 1ST St N #103,CENTRAL,1162,,315895,2002,2,1,2,0,Wood Frame,338500,345396,Not Sell
2.20292E+12,580 2ND St N #104,CENTRAL,1162,,315895,2001,2,2,2,1,Wood Frame,355000,355000,Not Sell
2.70292E+12,317 Groveland Ave #106,CENTRAL,1162,,60778,2006,2,2,1,1,Reinforced Concrete,325500,355000,Sell
2.70292E+12,317 Groveland Ave #706,CENTRAL,1162,,60778,2006,2,2,1,1,Reinforced Concrete,345500,353250,Not Sell
9.02824E+11,4012 Aldrich Ave S,SOUTHWEST,1162,788,5628,1916,2,3,1.5,0,Wood Frame,443000,10000,Not Sell
3.02924E+11,3646 6TH St N,CAMDEN,1162,672,6280,2001,2,4,1,0,Wood Frame,139500,215000,Sell
2.70292E+12,301 Clifton Ave #3C,CENTRAL,1163,,31596,2003,2,1,1,0,Wood Frame,308000,227500,Not Sell
2.70292E+12,301 Clifton Ave #3E,CENTRAL,1163,,31596,2003,2,1,1,0,Wood Frame,308000,321000,Sell
1.10282E+12,4045 10TH Ave S,POWDERHORN,1163,651,4992,1913,2,3,2,0,Wood Frame,279500,261000,Not Sell
1.40292E+12,1407 Monroe St,NORTHEAST,1163,625,5080,1907,2,3,1.7,0,Wood Frame,360000,412000,Sell
2.00282E+12,6021 Washburn Ave S,SOUTHWEST,1163,1163,6223,1951,2,4,1,2,Wood Frame,400000,393000,Not Sell
4.02924E+11,4202 James Ave N,CAMDEN,1164,582,6398,1917,1,2,1.7,0,Wood Frame,145000,151000,Sell
1.00282E+12,4351 Blaisdell Ave,SOUTHWEST,1164,648,5080,1904,1,2,1.5,0,Wood Frame,241500,330000,Sell
2.40282E+12,5452 29TH Ave S,NOKOMIS,1164,832,5120,1950,1,2,1.2,0,Wood Frame,265000,170000,Not Sell
7.02823E+11,4343 40TH Ave S,LONGFELLOW,1164,644,6750,1912,1,3,1.2,0,Wood Frame,254500,289500,Sell
1.11182E+12,4546 Russell Ave N,CAMDEN,1164,852,5110,1946,1,3,1.2,1,Wood Frame,210500,240000,Sell
2.00292E+12,407 Russell Ave N,NEAR NORTH,1164,624,4800,1912,1,3,1.7,0,Wood Frame,195500,242500,Sell
1.80282E+12,3328 Weenonah Pl,NOKOMIS,1164,621,5978,1924,2,2,1.2,0,Wood Frame,189000,245700,Sell
4.02924E+11,3926 Colfax Ave N,CAMDEN,1164,672,5064,1921,2,3,1.5,0,Wood Frame,149000,210000,Sell
1.20282E+12,4230 19TH Ave S,POWDERHORN,1164,852,5080,1946,2,3,1.2,1,Wood Frame,346500,335000,Not Sell
1.60282E+12,5317 Logan Ave S,SOUTHWEST,1164,852,5080,1947,2,3,1.2,1,Wood Frame,376000,440977,Sell
1.60282E+12,5315 Emerson Ave S,SOUTHWEST,1164,912,5248,1950,2,3,1.2,1,Wood Frame,434000,422500,Not Sell
2.20282E+12,5620 Grand Ave,SOUTHWEST,1164,912,5888,1941,2,3,1.2,1,Wood Frame,344000,375000,Sell
2.20282E+12,5645 Harriet Ave,SOUTHWEST,1164,912,5888,1941,2,3,1.2,1,Wood Frame,326500,322500,Not Sell
2.30282E+12,5628 Elliot Ave,NOKOMIS,1164,832,6005,1941,2,3,1.2,1,Wood Frame,304500,403200,Sell
1.20282E+12,3929 23RD Ave S,POWDERHORN,1165,,4880,1918,1,3,1.2,0,Wood Frame,179500,599795,Sell
2.20282E+12,5624 Grand Ave,SOUTHWEST,1165,847,5888,1941,1,3,1.2,1,Wood Frame,278000,285000,Not Sell
2.02824E+11,3718 13TH Ave S,POWDERHORN,1166,648,4904,1909,1,2,1.7,0,Wood Frame,165000,268632,Sell
8.02924E+11,3118 Vincent Ave N,NEAR NORTH,1166,866,5368,1906,1,3,1.2,0,Wood Frame,186500,184764,Not Sell
1.10282E+12,4236 11TH Ave S,NOKOMIS,1166,648,5420,1917,1,3,1.7,0,Wood Frame,283000,250000,Not Sell
1.70282E+12,5341 Ewing Ave S,SOUTHWEST,1166,864,5080,1927,1,3,1.2,1,Wood Frame,452000,445000,Not Sell
3.02824E+11,3023 Garfield Ave,POWDERHORN,1166,823,5914,1909,2,2,1.5,0,Wood Frame,291500,255000,Not Sell
1.00282E+12,4304 1ST Ave S,SOUTHWEST,1166,537,4662,1913,2,3,1.7,0,Wood Frame,194500,162951,Not Sell
2.40282E+12,5429 27TH Ave S,NOKOMIS,1166,1166,5120,1956,2,3,1,0,Wood Frame,264000,270000,Not Sell
6.02823E+11,3422 41ST Ave S,LONGFELLOW,1167,1167,4992,1924,1,2,1.2,0,Wood Frame,307000,291775,Not Sell
9.02924E+11,3319 Irving Ave N,CAMDEN,1167,908,5371,1927,1,3,1.2,0,Wood Frame,123500,140000,Sell
1.00282E+12,3909 Lyndale Ave S,SOUTHWEST,1167,668,4840,1910,1,3,1.7,0,Wood Frame,227500,230000,Not Sell
1.41182E+12,4417 Logan Ave N,CAMDEN,1167,584,4715,1938,1,3,1.7,1,Wood Frame,167500,208550,Sell
3.20292E+12,3417 St Louis Ave,CALHOUN-ISLE,1167,1167,1749,1985,2,2,1,1,Wood Frame,420500,415000,Not Sell
3.20292E+12,3349 St Louis Ave,CALHOUN-ISLE,1167,1167,1749,1985,2,4,2,1,Wood Frame,463000,431500,Not Sell
3.20292E+12,3419 St Louis Ave,CALHOUN-ISLE,1167,1167,1749,1986,3,2,1,2,Wood Frame,411500,385000,Not Sell
2.80292E+12,1945 Fremont Ave S #2,CALHOUN-ISLE,1168,,6750,1913,1,2,1,0,Brick & Mill,271000,297500,Sell
1.02824E+11,3013 30TH Ave S,LONGFELLOW,1168,768,5461,1904,1,3,1.5,0,Wood Frame,184000,145000,Not Sell
1.80282E+12,5101 43RD Ave S,NOKOMIS,1168,676,6400,1925,1,3,1.5,0,Wood Frame,292000,310000,Sell
1.10282E+12,4250 14TH Ave S,NOKOMIS,1168,,6370,1900,2,2,1.7,0,Wood Frame,270000,275000,Not Sell
7.02823E+11,3855 Snelling Ave,LONGFELLOW,1168,454,6000,1953,2,3,1.2,0,Wood Frame,230500,253500,Sell
2.20282E+12,5708 Wentworth Ave,SOUTHWEST,1168,596,5120,1933,2,3,2,1,Wood Frame,277000,320000,Sell
1.20292E+12,2026 22ND Ave NE,NORTHEAST,1168,832,5500,1919,2,4,1.2,0,Wood Frame,289500,299500,Sell
1.50292E+12,1605 Lyn Park Ave N,NEAR NORTH,1168,1116,10047,1977,3,4,1,0,Wood Frame,190000,169750,Not Sell
7.02923E+11,2243 Wilson St,NORTHEAST,1169,899,6784,1940,1,3,1.2,0,Wood Frame,278500,292500,Sell
1.40282E+12,5315 11TH Ave S,NOKOMIS,1169,951,4922,1929,2,3,1.2,1,Wood Frame,370000,395000,Sell
1.10292E+12,2519 Jefferson St,NORTHEAST,1170,616,5675,1905,1,2,1.7,0,Wood Frame,242500,248500,Not Sell
1.02924E+11,3404 Cleveland St,NORTHEAST,1170,1170,11700,1952,1,3,1,2,Wood Frame,289500,365000,Sell
1.02924E+11,3134 Lincoln St,NORTHEAST,1170,780,5000,1924,1,4,1.5,0,Wood Frame,264500,235102,Not Sell
2.00282E+12,6001 Thomas Ave S,SOUTHWEST,1170,720,5805,1950,1,4,1.5,0,Wood Frame,314500,266653,Not Sell
1.40282E+12,4941 Columbus Ave,NOKOMIS,1170,594,4920,1925,2,3,2,1,Wood Frame,362500,356000,Not Sell
2.10282E+12,6040 Morgan Ave S,SOUTHWEST,1170,1170,6550,1955,2,3,1,2,Wood Frame,396500,436485,Sell
1.40282E+12,5243 13TH Ave S,NOKOMIS,1170,838,5119,1929,2,4,1.2,1,Wood Frame,311000,320000,Not Sell
1.70282E+12,4853 Xerxes Ave S,SOUTHWEST,1170,610,5120,1926,2,5,2,1,Wood Frame,407000,536600,Sell
1.40282E+12,5121 12TH Ave S,NOKOMIS,1170,820,4937,1933,3,4,1.2,1,Wood Frame,390000,428500,Sell
1.02824E+11,3211 23RD Ave S,POWDERHORN,1171,624,4880,1911,1,3,1.7,0,Wood Frame,248500,257500,Sell
1.02924E+11,3210 Benjamin St,NORTHEAST,1171,793,5000,1942,1,3,1.2,0,Wood Frame,258000,230000,Not Sell
2.30292E+12,20 2ND St NE #P801,UNIVERSITY,1171,,71491,1983,2,2,1,0,Concrete,308500,280000,Not Sell
2.00282E+12,5804 Russell Ave S,SOUTHWEST,1171,901,5334,1951,2,3,1.2,2,Wood Frame,342000,352300,Sell
4.02924E+11,3923 Emerson Ave N,CAMDEN,1172,822,5064,1918,1,2,1.2,0,Wood Frame,131500,148410,Sell
4.02924E+11,4324 Irving Ave N,CAMDEN,1172,672,5065,1918,1,3,1.5,0,Wood Frame,129500,139837,Sell
1.20292E+12,2645 Garfield St,NORTHEAST,1172,920,5120,1941,1,3,1.2,0,Wood Frame,305500,321500,Sell
1.90282E+12,5520 34TH Ave S,NOKOMIS,1172,872,6321,1947,1,3,1.2,1,Wood Frame,219000,141740,Not Sell
2.70292E+12,317 Groveland Ave #314,CENTRAL,1172,,60778,2006,2,2,1,0,Reinforced Concrete,341000,308000,Not Sell
2.70292E+12,317 Groveland Ave #614,CENTRAL,1172,,60778,2006,2,2,1,0,Reinforced Concrete,351500,364900,Sell
1.11182E+12,5226 James Ave N,CAMDEN,1172,663,5677,1954,2,3,1.2,0,Wood Frame,174500,234650,Sell
1.40282E+12,5216 Columbus Ave,NOKOMIS,1172,923,4760,1927,2,3,1.2,1,Wood Frame,273000,307000,Sell
1.60282E+12,5320 Fremont Ave S,SOUTHWEST,1172,832,6400,1948,2,3,1.2,1,Wood Frame,332000,420000,Sell
3.60292E+12,2723 25TH St E,LONGFELLOW,1172,432,2880,1900,2,3,2,0,Wood Frame,210000,307320,Sell
3.10292E+12,2812 37TH Ave S,LONGFELLOW,1172,624,5120,1925,3,3,1.7,0,Wood Frame,271000,300000,Sell
9.02924E+11,3506 Colfax Ave N,CAMDEN,1174,656,5774,1906,2,3,1.7,0,Wood Frame,180000,203500,Sell
1.02924E+11,3030 Johnson St NE,NORTHEAST,1176,840,5020,1950,1,3,1.2,0,Wood Frame,219000,228000,Sell
5.02924E+11,3931 Penn Ave N,CAMDEN,1176,874,5200,1923,1,3,1.2,0,Wood Frame,164000,216305,Sell
5.02924E+11,3800 Vincent Ave N,CAMDEN,1176,1176,5427,1966,1,3,1,2,Wood Frame,175500,227500,Sell
8.02824E+11,4315 Beard Ave S,SOUTHWEST,1176,600,5120,1928,1,3,2,1,Wood Frame,423500,385000,Not Sell
1.21182E+12,4655 Camden Ave,CAMDEN,1176,776,5079,1956,1,3,1.2,0,Wood Frame,142000,165473,Sell
1.60292E+12,804 25TH Ave N,NEAR NORTH,1176,672,3900,1900,1,3,1.7,0,Wood Frame,104000,136770,Sell
1.70282E+12,4724 York Ave S,SOUTHWEST,1176,784,5376,1922,1,3,1.5,0,Wood Frame,341500,347000,Not Sell
1.20292E+12,2827 Garfield St,NORTHEAST,1176,888,5080,1925,2,3,1.2,0,Wood Frame,299000,279500,Not Sell
1.50282E+12,4605 Harriet Ave,SOUTHWEST,1176,792,5412,1927,2,3,1.5,0,Wood Frame,411000,409040,Not Sell
1.80282E+12,5125 39TH Ave S,NOKOMIS,1176,840,5120,1937,2,3,1.2,0,Wood Frame,264500,300000,Sell
6.02823E+11,3308 32ND Ave S,LONGFELLOW,1176,896,5922,1914,2,4,1.5,0,Wood Frame,297000,295000,Not Sell
2.30282E+12,5825 Park Ave,NOKOMIS,1176,976,6200,1941,2,4,1.2,1,Wood Frame,340500,400000,Sell
2.80292E+12,2123 Hawthorne Ave,CALHOUN-ISLE,1177,508,3330,1905,1,3,1.5,0,Wood Frame,266500,289900,Sell
1.60292E+12,1423 26TH Ave N,NEAR NORTH,1177,579,5250,1921,2,2,1.5,0,Wood Frame,111000,12570,Not Sell
6.02823E+11,3044 34TH Ave S,LONGFELLOW,1178,678,7482,1915,1,3,1.7,0,Wood Frame,277000,281000,Not Sell
5.02824E+11,3810 31ST St W #203,CALHOUN-ISLE,1178,,9728,2006,2,2,1,0,Wood Frame,311500,340000,Sell
3.02824E+11,3623 Grand Ave,SOUTHWEST,1178,679,5000,1907,2,3,1.7,0,Wood Frame,273500,347000,Sell
2.20282E+12,5733 Harriet Ave,SOUTHWEST,1178,866,5120,1949,2,3,1.2,1,Wood Frame,302500,317000,Sell
1.40282E+12,5217 Columbus Ave,NOKOMIS,1178,930,4960,1929,2,4,1.2,1,Wood Frame,333000,324500,Not Sell
1.02924E+11,3531 Fillmore St,NORTHEAST,1179,780,5566,1954,2,3,1.2,0,Wood Frame,238000,189000,Not Sell
1.00282E+12,4017 Clinton Ave,POWDERHORN,1179,872,5544,1924,2,3,1.2,1,Wood Frame,211500,214075,Not Sell
4.02824E+11,3524 Aldrich Ave S,CALHOUN-ISLE,1180,76,5376,1908,1,2,1.7,0,Wood Frame,282500,281160,Not Sell
1.30282E+12,5316 31ST Ave S,NOKOMIS,1180,892,5160,1941,2,2,1.2,1,Wood Frame,313500,272500,Not Sell
1.30292E+12,333 Garfield St,UNIVERSITY,1180,576,4960,1930,2,2,2,1,Wood Frame,199500,266000,Sell
1.02924E+11,3638 Mckinley St,NORTHEAST,1180,1180,6200,1966,2,3,1,2,Wood Frame,227500,239900,Sell
1.30282E+12,4641 Nokomis Ave,NOKOMIS,1180,680,5040,1924,2,3,1.7,0,Wood Frame,304000,343500,Sell
1.30282E+12,2716 Minnehaha Pkwy E,NOKOMIS,1180,572,5676,1928,2,3,2,2,Wood Frame,384500,423600,Sell
2.00282E+12,5642 Vincent Ave S,SOUTHWEST,1180,856,6016,1948,2,4,1.2,1,Wood Frame,407500,385000,Not Sell
6.02823E+11,3510 34TH Ave S,LONGFELLOW,1182,702,5600,1906,1,2,2.5,0,Wood Frame,182500,62222,Not Sell
1.02924E+11,3451 Pierce St,NORTHEAST,1182,882,4998,1953,1,3,1.2,0,Wood Frame,241000,298500,Sell
1.21182E+12,4715 Dupont Ave N,CAMDEN,1182,912,5124,1927,1,3,1.2,0,Wood Frame,189000,118500,Not Sell
1.50282E+12,144 49TH St W,SOUTHWEST,1182,,6550,1917,2,2,1,1,Wood Frame,381000,262900,Not Sell
8.02924E+11,3415 Queen Ave N,CAMDEN,1182,1182,5312,1951,2,3,1,0,Wood Frame,151000,195000,Sell
1.30282E+12,5018 30TH Ave S,NOKOMIS,1182,912,5120,1941,2,4,1.2,0,Wood Frame,305000,320000,Sell
2.40282E+12,5704 19TH Ave S,NOKOMIS,1182,912,5147,1947,3,3,1.2,1,Wood Frame,293500,349976,Sell
2.20282E+12,5604 Stevens Ave,SOUTHWEST,1182,832,5120,1940,3,4,1.2,1,Wood Frame,272500,310500,Sell
9.02924E+11,2822 Morgan Ave N,NEAR NORTH,1184,832,5389,1952,1,2,1.2,0,Wood Frame,135000,178853,Sell
1.80282E+12,5048 40TH Ave S,NOKOMIS,1184,561,7680,1913,1,2,1.7,0,Wood Frame,264000,266750,Not Sell
3.10292E+12,3113 22ND St E,LONGFELLOW,1184,598,5200,1908,1,2,1.7,1,Wood Frame,358000,321750,Not Sell
1.60282E+12,4721 Bryant Ave S,SOUTHWEST,1184,936,5160,1917,2,2,1.2,1,Wood Frame,393500,355000,Not Sell
2.30292E+12,401 1ST St S #1522,CENTRAL,1184,,70777,1989,2,2,1,0,Reinforced Concrete,393500,435000,Sell
2.80292E+12,1770 Bryant Ave S #301,CALHOUN-ISLE,1184,,31050,1968,2,2,1,0,Concrete,201500,229900,Sell
8.02924E+11,2214 26TH Ave N,NEAR NORTH,1184,612,5038,1920,2,3,2,0,Wood Frame,111000,193000,Sell
2.90292E+12,1051 Madeira Ave,CALHOUN-ISLE,1184,1184,2496,1973,3,3,1,2,Wood Frame,357500,479000,Sell
1.02924E+11,3247 Taylor St,NORTHEAST,1185,825,5000,1947,1,3,1.2,1,Wood Frame,243000,307000,Sell
2.10282E+12,5804 Morgan Ave S,SOUTHWEST,1185,955,6100,1951,1,3,1.2,0,Wood Frame,325500,275000,Not Sell
8.02824E+11,4109 Washburn Ave S,SOUTHWEST,1185,888,5200,1956,2,2,1,1,Wood Frame,373500,389000,Sell
3.30292E+12,2885 Knox Ave S #201,CALHOUN-ISLE,1185,,20000,1900,2,2,1,0,Concrete,384500,291000,Not Sell
3.40292E+12,9 Franklin Ave W #304,POWDERHORN,1185,,21826,2004,2,2,2,0,Wood Frame,264500,295401,Sell
1.20292E+12,2842 Arthur St,NORTHEAST,1186,936,5080,1931,1,2,1.2,0,Wood Frame,274500,239000,Not Sell
1.20292E+12,1914 Buchanan St,NORTHEAST,1186,912,6550,1914,1,2,1.2,0,Wood Frame,261000,249500,Not Sell
1.40292E+12,1614 Jefferson St,NORTHEAST,1186,461,5164,1904,1,2,1.2,0,Wood Frame,243000,224900,Not Sell
1.02924E+11,2951 Lincoln St,NORTHEAST,1186,874,5020,1936,1,3,1.2,1,Wood Frame,268000,257300,Not Sell
6.02823E+11,3600 41ST Ave S,LONGFELLOW,1186,1032,4992,1937,1,3,1.2,1,Wood Frame,317000,310000,Not Sell
2.40282E+12,5424 Shoreview Ave,NOKOMIS,1186,720,5000,1949,1,3,1.2,0,Wood Frame,289500,255000,Not Sell
5.02924E+11,4001 Queen Ave N,CAMDEN,1186,624,5122,1920,1,4,1.7,0,Wood Frame,165500,182400,Sell
2.30282E+12,5841 Chicago Ave,NOKOMIS,1186,786,5939,1945,2,3,1.5,1,Wood Frame,278500,252500,Not Sell
2.10282E+12,1721 61ST St W,SOUTHWEST,1186,1186,9800,1955,2,4,1,2,Wood Frame,325000,389000,Sell
2.02924E+11,3643 3RD St NE,NORTHEAST,1187,1187,5120,1965,1,3,1,2,Wood Frame,209500,260000,Sell
1.50282E+12,15 48TH St W,SOUTHWEST,1187,674,6500,1909,1,3,1.7,0,Wood Frame,349000,247000,Not Sell
1.02824E+11,2530 34TH St E #104,POWDERHORN,1187,,73059,2004,2,2,1,0,Wood Frame,169000,182000,Sell
2.02824E+11,3301 17TH Ave S,POWDERHORN,1187,728,3570,1904,2,3,1.5,0,Wood Frame,257000,274500,Sell
2.10282E+12,5836 Bryant Ave S,SOUTHWEST,1187,848,6150,1946,2,3,1.2,0,Wood Frame,256500,230000,Not Sell
1.02924E+11,3111 Arthur St,NORTHEAST,1187,784,5000,1913,2,4,1.5,0,Wood Frame,276000,210033,Not Sell
1.10282E+12,3928 Bloomington Ave,POWDERHORN,1188,888,4877,1917,1,2,1.2,0,Wood Frame,292000,225000,Not Sell
1.80282E+12,3615 50TH St E,NOKOMIS,1188,1188,4770,1916,1,2,1,0,Wood Frame,279500,272750,Not Sell
2.30282E+12,5641 16TH Ave S,NOKOMIS,1188,720,5890,1937,1,2,1.5,2,Wood Frame,325500,321000,Not Sell
1.40292E+12,410 4TH St NE,NORTHEAST,1188,1188,6952,1967,1,3,1,0,Wood Frame,321500,317000,Not Sell
2.40282E+12,5753 19TH Ave S,NOKOMIS,1188,792,5150,1945,1,3,1.2,0,Wood Frame,244500,259580,Sell
7.02823E+11,4248 33RD Ave S,NOKOMIS,1188,836,5640,1914,2,3,1.5,0,Wood Frame,269000,248900,Not Sell
1.70282E+12,4909 Drew Ave S,SOUTHWEST,1188,931,5376,1953,2,3,1.2,1,Wood Frame,405500,458900,Sell
1.90282E+12,5617 39TH Ave S,NOKOMIS,1188,920,5504,1924,2,3,1.2,0,Wood Frame,251500,254500,Not Sell
3.40292E+12,415 25TH St W,POWDERHORN,1189,656,3132,1912,0,3,1.7,0,Wood Frame,120000,371600,Sell
1.60292E+12,1918 Newton Ave N,NEAR NORTH,1189,722,5625,1912,2,2,1.5,1,Wood Frame,124500,168489,Sell
9.02824E+11,909 44TH St W,SOUTHWEST,1190,1212,3870,1916,1,2,1,1,Wood Frame,305000,343500,Sell
9.02924E+11,3339 Oliver Ave N,CAMDEN,1190,705,4985,1922,1,2,1.2,0,Wood Frame,177000,176643,Not Sell
4.02924E+11,4000 Aldrich Ave N,CAMDEN,1190,,5106,1949,1,3,1.2,1,Wood Frame,117500,160050,Sell
1.00282E+12,4205 2ND Ave S,NOKOMIS,1190,672,5160,1916,2,3,1.7,0,Wood Frame,211500,240000,Sell
1.20282E+12,4040 21ST Ave S,POWDERHORN,1190,816,4879,1921,2,3,1.2,0,Wood Frame,313000,327500,Sell
1.40282E+12,4737 Portland Ave,NOKOMIS,1190,938,4720,1928,2,3,1.2,1,Wood Frame,259500,278499,Sell
1.70282E+12,5344 Hiawatha Ln,NOKOMIS,1190,812,6215,1946,2,3,1.2,0,Wood Frame,250500,291500,Sell
1.50282E+12,4631 Harriet Ave,SOUTHWEST,1191,927,4323,1923,1,3,1.2,0,Wood Frame,333000,289900,Not Sell
2.10282E+12,1100 55TH St W,SOUTHWEST,1191,1191,5600,1950,1,3,1,2,Wood Frame,321500,295000,Not Sell
1.30292E+12,730 Stinson Blvd #504,UNIVERSITY,1191,,184456,1928,2,2,2,1,Reinforced Concrete,363500,370000,Not Sell
2.02824E+11,3025 16TH Ave S,POWDERHORN,1192,606,5021,1916,1,2,1.7,1,Wood Frame,168500,259766,Sell
2.02824E+11,3625 Elliot Ave,POWDERHORN,1192,700,5742,1913,1,3,1.7,0,Wood Frame,249000,247424,Not Sell
5.02924E+11,4051 Sheridan Ave N,CAMDEN,1192,804,5064,1936,1,3,1.5,0,Wood Frame,178500,162000,Not Sell
1.10292E+12,703 27TH Ave NE,NORTHEAST,1192,,2277,1900,1,3,2,0,Wood Frame,154000,126000,Not Sell
1.30282E+12,4821 Nokomis Ave,NOKOMIS,1192,852,6384,1937,1,3,1.2,1,Wood Frame,265500,228000,Not Sell
1.90282E+12,5504 37TH Ave S,NOKOMIS,1192,714,5120,1947,1,3,1.2,0,Wood Frame,226000,218250,Not Sell
9.02924E+11,3342 Irving Ave N,CAMDEN,1192,856,5310,1940,2,3,1.2,0,Wood Frame,151500,236680,Sell
2.00282E+12,5435 Washburn Ave S,SOUTHWEST,1192,852,5120,1949,2,3,1.2,0,Wood Frame,364000,314280,Not Sell
4.02924E+11,4100 James Ave N,CAMDEN,1192,720,6397,1945,2,4,1.2,1,Wood Frame,168500,218250,Sell
1.02924E+11,2946 Polk St,NORTHEAST,1193,950,5020,1902,1,2,1.2,0,Wood Frame,210500,222000,Sell
1.50282E+12,212 48TH St W,SOUTHWEST,1193,943,3640,1916,1,2,1.2,1,Wood Frame,327500,374000,Sell
1.40282E+12,5230 12TH Ave S,NOKOMIS,1193,948,4922,1931,1,3,1.2,1,Wood Frame,254000,165000,Not Sell
1.70282E+12,4652 Chowen Ave S,SOUTHWEST,1193,924,3485,1925,2,3,1.2,1,Wood Frame,355000,423200,Sell
1.10292E+12,2212 5TH St NE,NORTHEAST,1194,1194,6820,1931,1,2,1.2,0,Wood Frame,235000,375000,Sell
1.20282E+12,4222 25TH Ave S,POWDERHORN,1194,974,6880,1927,1,2,1.2,1,Wood Frame,298500,309900,Sell
1.80282E+12,3208 52ND St E,NOKOMIS,1194,944,6400,1929,1,2,1.2,0,Wood Frame,268500,262500,Not Sell
2.30292E+12,127 5TH St NE #G02,UNIVERSITY,1194,,21527,1913,1,2,1,0,Concrete,277000,239000,Not Sell
1.10282E+12,3815 18TH Ave S,POWDERHORN,1194,868,5656,1915,1,3,1.2,0,Wood Frame,265500,250000,Not Sell
1.10282E+12,4045 Portland Ave,POWDERHORN,1194,962,4872,1924,1,3,1.2,1,Wood Frame,216000,320108,Sell
2.20292E+12,660 2ND St N #120,CENTRAL,1194,,315895,1998,2,2,2,1,Wood Frame,373000,380000,Not Sell
9.02924E+11,2639 Humboldt Ave N,NEAR NORTH,1195,576,5328,1910,1,2,1.7,0,Wood Frame,142000,105000,Not Sell
1.02924E+11,3314 Stinson Blvd,NORTHEAST,1195,960,6600,1941,1,3,1.2,0,Wood Frame,227000,209000,Not Sell
2.70292E+12,317 Groveland Ave #616,CENTRAL,1195,,60778,2006,2,2,1,0,Reinforced Concrete,356500,366500,Not Sell
9.02924E+11,2700 Oliver Ave N,NEAR NORTH,1196,816,5552,1916,1,3,1.2,0,Wood Frame,130500,95000,Not Sell
1.21182E+12,5236 4TH St N,CAMDEN,1196,224,7740,1921,1,3,1.5,0,Wood Frame,140500,95000,Not Sell
1.40292E+12,704 Jackson St,NORTHEAST,1196,1196,5180,1973,1,3,1,0,Wood Frame,313000,420000,Sell
2.00292E+12,901 Vincent Ave N,NEAR NORTH,1196,1196,8118,1951,1,3,1,0,Wood Frame,152500,272831,Sell
5.02824E+11,3131 Excelsior Blvd #713,CALHOUN-ISLE,1196,,44188,1987,2,2,1,0,Reinforced Concrete,285500,284500,Not Sell
1.10282E+12,4013 11TH Ave S,POWDERHORN,1196,896,4854,1910,2,2,1.7,0,Wood Frame,208000,105000,Not Sell
2.10282E+12,5812 Newton Ave S,SOUTHWEST,1196,920,6400,1949,2,3,1.2,0,Wood Frame,321000,318000,Not Sell
4.02924E+11,4359 James Ave N,CAMDEN,1196,1196,5850,1950,2,4,1,2,Wood Frame,190000,159565,Not Sell
1.70282E+12,5137 Ewing Ave S,SOUTHWEST,1196,1196,6350,1953,2,4,1,2,Wood Frame,461500,500000,Sell
4.02924E+11,3823 Bryant Ave N,CAMDEN,1197,932,5052,1922,2,3,1.2,0,Wood Frame,125500,165061,Sell
1.11182E+12,5027 Sheridan Ave N,CAMDEN,1197,945,7599,1948,2,3,1.2,1,Wood Frame,216000,215000,Not Sell
2.00282E+12,6108 Washburn Ave S,SOUTHWEST,1197,967,6223,1951,2,3,1.2,1,Wood Frame,356000,367000,Sell
5.02924E+11,4115 Vincent Ave N,CAMDEN,1198,872,6405,1927,1,3,1.2,0,Wood Frame,228000,253000,Sell
2.20292E+12,720 4TH St N #415,CENTRAL,1198,,90827,2005,2,2,1,0,Reinforced Concrete,358500,397125,Sell
1.02824E+11,3720 21ST Ave S,POWDERHORN,1199,864,4898,1921,1,3,1.2,0,Wood Frame,230000,150000,Not Sell
1.11182E+12,5251 Irving Ave N,CAMDEN,1199,815,5677,1954,2,3,1.2,0,Wood Frame,204500,182360,Not Sell
3.02824E+11,3304 Nicollet Ave,POWDERHORN,1200,600,3180,1891,1,2,2,0,Wood Frame,147000,207000,Sell
4.02824E+11,3120 Humboldt Ave S #1,CALHOUN-ISLE,1200,,5888,1913,1,2,1,0,Brick & Mill,221000,315000,Sell
